filepaths,labels,processed_filepaths
raw\train\meningioma\Tr-me_0076.jpg,meningioma,processed\train\meningioma\Tr-me_0076.jpg
raw\train\meningioma\Tr-me_0077.jpg,meningioma,processed\train\meningioma\Tr-me_0077.jpg
raw\train\meningioma\Tr-me_0078.jpg,meningioma,processed\train\meningioma\Tr-me_0078.jpg
raw\train\meningioma\Tr-me_0079.jpg,meningioma,processed\train\meningioma\Tr-me_0079.jpg
raw\train\meningioma\Tr-me_0080.jpg,meningioma,processed\train\meningioma\Tr-me_0080.jpg
raw\train\meningioma\Tr-me_0081.jpg,meningioma,processed\train\meningioma\Tr-me_0081.jpg
raw\train\meningioma\Tr-me_0082.jpg,meningioma,processed\train\meningioma\Tr-me_0082.jpg
raw\train\meningioma\Tr-me_0083.jpg,meningioma,processed\train\meningioma\Tr-me_0083.jpg
raw\train\meningioma\Tr-me_0084.jpg,meningioma,processed\train\meningioma\Tr-me_0084.jpg
raw\train\meningioma\Tr-me_0085.jpg,meningioma,processed\train\meningioma\Tr-me_0085.jpg
raw\train\meningioma\Tr-me_0086.jpg,meningioma,processed\train\meningioma\Tr-me_0086.jpg
raw\train\meningioma\Tr-me_0087.jpg,meningioma,processed\train\meningioma\Tr-me_0087.jpg
raw\train\meningioma\Tr-me_0088.jpg,meningioma,processed\train\meningioma\Tr-me_0088.jpg
raw\train\meningioma\Tr-me_0089.jpg,meningioma,processed\train\meningioma\Tr-me_0089.jpg
raw\train\meningioma\Tr-me_0090.jpg,meningioma,processed\train\meningioma\Tr-me_0090.jpg
raw\train\meningioma\Tr-me_0091.jpg,meningioma,processed\train\meningioma\Tr-me_0091.jpg
raw\train\meningioma\Tr-me_0092.jpg,meningioma,processed\train\meningioma\Tr-me_0092.jpg
raw\train\meningioma\Tr-me_0093.jpg,meningioma,processed\train\meningioma\Tr-me_0093.jpg
raw\train\meningioma\Tr-me_0094.jpg,meningioma,processed\train\meningioma\Tr-me_0094.jpg
raw\train\meningioma\Tr-me_0095.jpg,meningioma,processed\train\meningioma\Tr-me_0095.jpg
raw\train\meningioma\Tr-me_0096.jpg,meningioma,processed\train\meningioma\Tr-me_0096.jpg
raw\train\meningioma\Tr-me_0097.jpg,meningioma,processed\train\meningioma\Tr-me_0097.jpg
raw\train\meningioma\Tr-me_0098.jpg,meningioma,processed\train\meningioma\Tr-me_0098.jpg
raw\train\meningioma\Tr-me_0099.jpg,meningioma,processed\train\meningioma\Tr-me_0099.jpg
raw\train\meningioma\Tr-me_0100.jpg,meningioma,processed\train\meningioma\Tr-me_0100.jpg
raw\train\meningioma\Tr-me_0101.jpg,meningioma,processed\train\meningioma\Tr-me_0101.jpg
raw\train\meningioma\Tr-me_0102.jpg,meningioma,processed\train\meningioma\Tr-me_0102.jpg
raw\train\meningioma\Tr-me_0103.jpg,meningioma,processed\train\meningioma\Tr-me_0103.jpg
raw\train\meningioma\Tr-me_0104.jpg,meningioma,processed\train\meningioma\Tr-me_0104.jpg
raw\train\meningioma\Tr-me_0105.jpg,meningioma,processed\train\meningioma\Tr-me_0105.jpg
raw\train\meningioma\Tr-me_0106.jpg,meningioma,processed\train\meningioma\Tr-me_0106.jpg
raw\train\meningioma\Tr-me_0107.jpg,meningioma,processed\train\meningioma\Tr-me_0107.jpg
raw\train\meningioma\Tr-me_0108.jpg,meningioma,processed\train\meningioma\Tr-me_0108.jpg
raw\train\meningioma\Tr-me_0109.jpg,meningioma,processed\train\meningioma\Tr-me_0109.jpg
raw\train\meningioma\Tr-me_0110.jpg,meningioma,processed\train\meningioma\Tr-me_0110.jpg
raw\train\meningioma\Tr-me_0111.jpg,meningioma,processed\train\meningioma\Tr-me_0111.jpg
raw\train\meningioma\Tr-me_0112.jpg,meningioma,processed\train\meningioma\Tr-me_0112.jpg
raw\train\meningioma\Tr-me_0113.jpg,meningioma,processed\train\meningioma\Tr-me_0113.jpg
raw\train\meningioma\Tr-me_0114.jpg,meningioma,processed\train\meningioma\Tr-me_0114.jpg
raw\train\meningioma\Tr-me_0115.jpg,meningioma,processed\train\meningioma\Tr-me_0115.jpg
raw\train\meningioma\Tr-me_0116.jpg,meningioma,processed\train\meningioma\Tr-me_0116.jpg
raw\train\meningioma\Tr-me_0117.jpg,meningioma,processed\train\meningioma\Tr-me_0117.jpg
raw\train\meningioma\Tr-me_0118.jpg,meningioma,processed\train\meningioma\Tr-me_0118.jpg
raw\train\meningioma\Tr-me_0119.jpg,meningioma,processed\train\meningioma\Tr-me_0119.jpg
raw\train\meningioma\Tr-me_0120.jpg,meningioma,processed\train\meningioma\Tr-me_0120.jpg
raw\train\meningioma\Tr-me_0121.jpg,meningioma,processed\train\meningioma\Tr-me_0121.jpg
raw\train\meningioma\Tr-me_0122.jpg,meningioma,processed\train\meningioma\Tr-me_0122.jpg
raw\train\meningioma\Tr-me_0123.jpg,meningioma,processed\train\meningioma\Tr-me_0123.jpg
raw\train\meningioma\Tr-me_0124.jpg,meningioma,processed\train\meningioma\Tr-me_0124.jpg
raw\train\meningioma\Tr-me_0125.jpg,meningioma,processed\train\meningioma\Tr-me_0125.jpg
raw\train\meningioma\Tr-me_0126.jpg,meningioma,processed\train\meningioma\Tr-me_0126.jpg
raw\train\meningioma\Tr-me_0127.jpg,meningioma,processed\train\meningioma\Tr-me_0127.jpg
raw\train\meningioma\Tr-me_0128.jpg,meningioma,processed\train\meningioma\Tr-me_0128.jpg
raw\train\meningioma\Tr-me_0129.jpg,meningioma,processed\train\meningioma\Tr-me_0129.jpg
raw\train\meningioma\Tr-me_0130.jpg,meningioma,processed\train\meningioma\Tr-me_0130.jpg
raw\train\meningioma\Tr-me_0131.jpg,meningioma,processed\train\meningioma\Tr-me_0131.jpg
raw\train\meningioma\Tr-me_0132.jpg,meningioma,processed\train\meningioma\Tr-me_0132.jpg
raw\train\meningioma\Tr-me_0133.jpg,meningioma,processed\train\meningioma\Tr-me_0133.jpg
raw\train\meningioma\Tr-me_0134.jpg,meningioma,processed\train\meningioma\Tr-me_0134.jpg
raw\train\meningioma\Tr-me_0135.jpg,meningioma,processed\train\meningioma\Tr-me_0135.jpg
raw\train\meningioma\Tr-me_0136.jpg,meningioma,processed\train\meningioma\Tr-me_0136.jpg
raw\train\meningioma\Tr-me_0137.jpg,meningioma,processed\train\meningioma\Tr-me_0137.jpg
raw\train\meningioma\Tr-me_0138.jpg,meningioma,processed\train\meningioma\Tr-me_0138.jpg
raw\train\meningioma\Tr-me_0139.jpg,meningioma,processed\train\meningioma\Tr-me_0139.jpg
raw\train\meningioma\Tr-me_0140.jpg,meningioma,processed\train\meningioma\Tr-me_0140.jpg
raw\train\meningioma\Tr-me_0141.jpg,meningioma,processed\train\meningioma\Tr-me_0141.jpg
raw\train\meningioma\Tr-me_0142.jpg,meningioma,processed\train\meningioma\Tr-me_0142.jpg
raw\train\meningioma\Tr-me_0143.jpg,meningioma,processed\train\meningioma\Tr-me_0143.jpg
raw\train\meningioma\Tr-me_0144.jpg,meningioma,processed\train\meningioma\Tr-me_0144.jpg
raw\train\meningioma\Tr-me_0145.jpg,meningioma,processed\train\meningioma\Tr-me_0145.jpg
raw\train\meningioma\Tr-me_0146.jpg,meningioma,processed\train\meningioma\Tr-me_0146.jpg
raw\train\meningioma\Tr-me_0147.jpg,meningioma,processed\train\meningioma\Tr-me_0147.jpg
raw\train\meningioma\Tr-me_0148.jpg,meningioma,processed\train\meningioma\Tr-me_0148.jpg
raw\train\meningioma\Tr-me_0149.jpg,meningioma,processed\train\meningioma\Tr-me_0149.jpg
raw\train\meningioma\Tr-me_0150.jpg,meningioma,processed\train\meningioma\Tr-me_0150.jpg
raw\train\meningioma\Tr-me_0151.jpg,meningioma,processed\train\meningioma\Tr-me_0151.jpg
raw\train\meningioma\Tr-me_0152.jpg,meningioma,processed\train\meningioma\Tr-me_0152.jpg
raw\train\meningioma\Tr-me_0153.jpg,meningioma,processed\train\meningioma\Tr-me_0153.jpg
raw\train\meningioma\Tr-me_0154.jpg,meningioma,processed\train\meningioma\Tr-me_0154.jpg
raw\train\meningioma\Tr-me_0155.jpg,meningioma,processed\train\meningioma\Tr-me_0155.jpg
raw\train\meningioma\Tr-me_0156.jpg,meningioma,processed\train\meningioma\Tr-me_0156.jpg
raw\train\meningioma\Tr-me_0157.jpg,meningioma,processed\train\meningioma\Tr-me_0157.jpg
raw\train\meningioma\Tr-me_0158.jpg,meningioma,processed\train\meningioma\Tr-me_0158.jpg
raw\train\meningioma\Tr-me_0159.jpg,meningioma,processed\train\meningioma\Tr-me_0159.jpg
raw\train\meningioma\Tr-me_0160.jpg,meningioma,processed\train\meningioma\Tr-me_0160.jpg
raw\train\meningioma\Tr-me_0161.jpg,meningioma,processed\train\meningioma\Tr-me_0161.jpg
raw\train\meningioma\Tr-me_0162.jpg,meningioma,processed\train\meningioma\Tr-me_0162.jpg
raw\train\meningioma\Tr-me_0163.jpg,meningioma,processed\train\meningioma\Tr-me_0163.jpg
raw\train\meningioma\Tr-me_0164.jpg,meningioma,processed\train\meningioma\Tr-me_0164.jpg
raw\train\meningioma\Tr-me_0165.jpg,meningioma,processed\train\meningioma\Tr-me_0165.jpg
raw\train\meningioma\Tr-me_0166.jpg,meningioma,processed\train\meningioma\Tr-me_0166.jpg
raw\train\meningioma\Tr-me_0167.jpg,meningioma,processed\train\meningioma\Tr-me_0167.jpg
raw\train\meningioma\Tr-me_0168.jpg,meningioma,processed\train\meningioma\Tr-me_0168.jpg
raw\train\meningioma\Tr-me_0169.jpg,meningioma,processed\train\meningioma\Tr-me_0169.jpg
raw\train\meningioma\Tr-me_0170.jpg,meningioma,processed\train\meningioma\Tr-me_0170.jpg
raw\train\meningioma\Tr-me_0171.jpg,meningioma,processed\train\meningioma\Tr-me_0171.jpg
raw\train\meningioma\Tr-me_0172.jpg,meningioma,processed\train\meningioma\Tr-me_0172.jpg
raw\train\meningioma\Tr-me_0173.jpg,meningioma,processed\train\meningioma\Tr-me_0173.jpg
raw\train\meningioma\Tr-me_0174.jpg,meningioma,processed\train\meningioma\Tr-me_0174.jpg
raw\train\meningioma\Tr-me_0175.jpg,meningioma,processed\train\meningioma\Tr-me_0175.jpg
raw\train\meningioma\Tr-me_0176.jpg,meningioma,processed\train\meningioma\Tr-me_0176.jpg
raw\train\meningioma\Tr-me_0177.jpg,meningioma,processed\train\meningioma\Tr-me_0177.jpg
raw\train\meningioma\Tr-me_0178.jpg,meningioma,processed\train\meningioma\Tr-me_0178.jpg
raw\train\meningioma\Tr-me_0179.jpg,meningioma,processed\train\meningioma\Tr-me_0179.jpg
raw\train\meningioma\Tr-me_0180.jpg,meningioma,processed\train\meningioma\Tr-me_0180.jpg
raw\train\meningioma\Tr-me_0181.jpg,meningioma,processed\train\meningioma\Tr-me_0181.jpg
raw\train\meningioma\Tr-me_0182.jpg,meningioma,processed\train\meningioma\Tr-me_0182.jpg
raw\train\meningioma\Tr-me_0183.jpg,meningioma,processed\train\meningioma\Tr-me_0183.jpg
raw\train\meningioma\Tr-me_0184.jpg,meningioma,processed\train\meningioma\Tr-me_0184.jpg
raw\train\meningioma\Tr-me_0185.jpg,meningioma,processed\train\meningioma\Tr-me_0185.jpg
raw\train\meningioma\Tr-me_0186.jpg,meningioma,processed\train\meningioma\Tr-me_0186.jpg
raw\train\meningioma\Tr-me_0187.jpg,meningioma,processed\train\meningioma\Tr-me_0187.jpg
raw\train\meningioma\Tr-me_0188.jpg,meningioma,processed\train\meningioma\Tr-me_0188.jpg
raw\train\meningioma\Tr-me_0189.jpg,meningioma,processed\train\meningioma\Tr-me_0189.jpg
raw\train\meningioma\Tr-me_0190.jpg,meningioma,processed\train\meningioma\Tr-me_0190.jpg
raw\train\meningioma\Tr-me_0191.jpg,meningioma,processed\train\meningioma\Tr-me_0191.jpg
raw\train\meningioma\Tr-me_0192.jpg,meningioma,processed\train\meningioma\Tr-me_0192.jpg
raw\train\meningioma\Tr-me_0193.jpg,meningioma,processed\train\meningioma\Tr-me_0193.jpg
raw\train\meningioma\Tr-me_0194.jpg,meningioma,processed\train\meningioma\Tr-me_0194.jpg
raw\train\meningioma\Tr-me_0195.jpg,meningioma,processed\train\meningioma\Tr-me_0195.jpg
raw\train\meningioma\Tr-me_0196.jpg,meningioma,processed\train\meningioma\Tr-me_0196.jpg
raw\train\meningioma\Tr-me_0197.jpg,meningioma,processed\train\meningioma\Tr-me_0197.jpg
raw\train\meningioma\Tr-me_0198.jpg,meningioma,processed\train\meningioma\Tr-me_0198.jpg
raw\train\meningioma\Tr-me_0199.jpg,meningioma,processed\train\meningioma\Tr-me_0199.jpg
raw\train\meningioma\Tr-me_0200.jpg,meningioma,processed\train\meningioma\Tr-me_0200.jpg
raw\train\meningioma\Tr-me_0201.jpg,meningioma,processed\train\meningioma\Tr-me_0201.jpg
raw\train\meningioma\Tr-me_0202.jpg,meningioma,processed\train\meningioma\Tr-me_0202.jpg
raw\train\meningioma\Tr-me_0203.jpg,meningioma,processed\train\meningioma\Tr-me_0203.jpg
raw\train\meningioma\Tr-me_0204.jpg,meningioma,processed\train\meningioma\Tr-me_0204.jpg
raw\train\meningioma\Tr-me_0205.jpg,meningioma,processed\train\meningioma\Tr-me_0205.jpg
raw\train\meningioma\Tr-me_0206.jpg,meningioma,processed\train\meningioma\Tr-me_0206.jpg
raw\train\meningioma\Tr-me_0207.jpg,meningioma,processed\train\meningioma\Tr-me_0207.jpg
raw\train\meningioma\Tr-me_0208.jpg,meningioma,processed\train\meningioma\Tr-me_0208.jpg
raw\train\meningioma\Tr-me_0209.jpg,meningioma,processed\train\meningioma\Tr-me_0209.jpg
raw\train\meningioma\Tr-me_0210.jpg,meningioma,processed\train\meningioma\Tr-me_0210.jpg
raw\train\meningioma\Tr-me_0211.jpg,meningioma,processed\train\meningioma\Tr-me_0211.jpg
raw\train\meningioma\Tr-me_0212.jpg,meningioma,processed\train\meningioma\Tr-me_0212.jpg
raw\train\meningioma\Tr-me_0213.jpg,meningioma,processed\train\meningioma\Tr-me_0213.jpg
raw\train\meningioma\Tr-me_0214.jpg,meningioma,processed\train\meningioma\Tr-me_0214.jpg
raw\train\meningioma\Tr-me_0215.jpg,meningioma,processed\train\meningioma\Tr-me_0215.jpg
raw\train\meningioma\Tr-me_0216.jpg,meningioma,processed\train\meningioma\Tr-me_0216.jpg
raw\train\meningioma\Tr-me_0217.jpg,meningioma,processed\train\meningioma\Tr-me_0217.jpg
raw\train\meningioma\Tr-me_0218.jpg,meningioma,processed\train\meningioma\Tr-me_0218.jpg
raw\train\meningioma\Tr-me_0219.jpg,meningioma,processed\train\meningioma\Tr-me_0219.jpg
raw\train\meningioma\Tr-me_0220.jpg,meningioma,processed\train\meningioma\Tr-me_0220.jpg
raw\train\meningioma\Tr-me_0221.jpg,meningioma,processed\train\meningioma\Tr-me_0221.jpg
raw\train\meningioma\Tr-me_0222.jpg,meningioma,processed\train\meningioma\Tr-me_0222.jpg
raw\train\meningioma\Tr-me_0223.jpg,meningioma,processed\train\meningioma\Tr-me_0223.jpg
raw\train\meningioma\Tr-me_0224.jpg,meningioma,processed\train\meningioma\Tr-me_0224.jpg
raw\train\meningioma\Tr-me_0225.jpg,meningioma,processed\train\meningioma\Tr-me_0225.jpg
raw\train\meningioma\Tr-me_0226.jpg,meningioma,processed\train\meningioma\Tr-me_0226.jpg
raw\train\meningioma\Tr-me_0227.jpg,meningioma,processed\train\meningioma\Tr-me_0227.jpg
raw\train\meningioma\Tr-me_0228.jpg,meningioma,processed\train\meningioma\Tr-me_0228.jpg
raw\train\meningioma\Tr-me_0229.jpg,meningioma,processed\train\meningioma\Tr-me_0229.jpg
raw\train\meningioma\Tr-me_0230.jpg,meningioma,processed\train\meningioma\Tr-me_0230.jpg
raw\train\meningioma\Tr-me_0231.jpg,meningioma,processed\train\meningioma\Tr-me_0231.jpg
raw\train\meningioma\Tr-me_0232.jpg,meningioma,processed\train\meningioma\Tr-me_0232.jpg
raw\train\meningioma\Tr-me_0233.jpg,meningioma,processed\train\meningioma\Tr-me_0233.jpg
raw\train\meningioma\Tr-me_0234.jpg,meningioma,processed\train\meningioma\Tr-me_0234.jpg
raw\train\meningioma\Tr-me_0235.jpg,meningioma,processed\train\meningioma\Tr-me_0235.jpg
raw\train\meningioma\Tr-me_0236.jpg,meningioma,processed\train\meningioma\Tr-me_0236.jpg
raw\train\meningioma\Tr-me_0237.jpg,meningioma,processed\train\meningioma\Tr-me_0237.jpg
raw\train\meningioma\Tr-me_0238.jpg,meningioma,processed\train\meningioma\Tr-me_0238.jpg
raw\train\meningioma\Tr-me_0239.jpg,meningioma,processed\train\meningioma\Tr-me_0239.jpg
raw\train\meningioma\Tr-me_0240.jpg,meningioma,processed\train\meningioma\Tr-me_0240.jpg
raw\train\meningioma\Tr-me_0241.jpg,meningioma,processed\train\meningioma\Tr-me_0241.jpg
raw\train\meningioma\Tr-me_0242.jpg,meningioma,processed\train\meningioma\Tr-me_0242.jpg
raw\train\meningioma\Tr-me_0243.jpg,meningioma,processed\train\meningioma\Tr-me_0243.jpg
raw\train\meningioma\Tr-me_0244.jpg,meningioma,processed\train\meningioma\Tr-me_0244.jpg
raw\train\meningioma\Tr-me_0245.jpg,meningioma,processed\train\meningioma\Tr-me_0245.jpg
raw\train\meningioma\Tr-me_0246.jpg,meningioma,processed\train\meningioma\Tr-me_0246.jpg
raw\train\meningioma\Tr-me_0247.jpg,meningioma,processed\train\meningioma\Tr-me_0247.jpg
raw\train\meningioma\Tr-me_0248.jpg,meningioma,processed\train\meningioma\Tr-me_0248.jpg
raw\train\meningioma\Tr-me_0249.jpg,meningioma,processed\train\meningioma\Tr-me_0249.jpg
raw\train\meningioma\Tr-me_0250.jpg,meningioma,processed\train\meningioma\Tr-me_0250.jpg
raw\train\meningioma\Tr-me_0251.jpg,meningioma,processed\train\meningioma\Tr-me_0251.jpg
raw\train\meningioma\Tr-me_0252.jpg,meningioma,processed\train\meningioma\Tr-me_0252.jpg
raw\train\meningioma\Tr-me_0253.jpg,meningioma,processed\train\meningioma\Tr-me_0253.jpg
raw\train\meningioma\Tr-me_0254.jpg,meningioma,processed\train\meningioma\Tr-me_0254.jpg
raw\train\meningioma\Tr-me_0255.jpg,meningioma,processed\train\meningioma\Tr-me_0255.jpg
raw\train\meningioma\Tr-me_0256.jpg,meningioma,processed\train\meningioma\Tr-me_0256.jpg
raw\train\meningioma\Tr-me_0257.jpg,meningioma,processed\train\meningioma\Tr-me_0257.jpg
raw\train\meningioma\Tr-me_0258.jpg,meningioma,processed\train\meningioma\Tr-me_0258.jpg
raw\train\meningioma\Tr-me_0259.jpg,meningioma,processed\train\meningioma\Tr-me_0259.jpg
raw\train\meningioma\Tr-me_0260.jpg,meningioma,processed\train\meningioma\Tr-me_0260.jpg
raw\train\meningioma\Tr-me_0261.jpg,meningioma,processed\train\meningioma\Tr-me_0261.jpg
raw\train\meningioma\Tr-me_0262.jpg,meningioma,processed\train\meningioma\Tr-me_0262.jpg
raw\train\meningioma\Tr-me_0263.jpg,meningioma,processed\train\meningioma\Tr-me_0263.jpg
raw\train\meningioma\Tr-me_0264.jpg,meningioma,processed\train\meningioma\Tr-me_0264.jpg
raw\train\meningioma\Tr-me_0265.jpg,meningioma,processed\train\meningioma\Tr-me_0265.jpg
raw\train\meningioma\Tr-me_0266.jpg,meningioma,processed\train\meningioma\Tr-me_0266.jpg
raw\train\meningioma\Tr-me_0267.jpg,meningioma,processed\train\meningioma\Tr-me_0267.jpg
raw\train\meningioma\Tr-me_0268.jpg,meningioma,processed\train\meningioma\Tr-me_0268.jpg
raw\train\meningioma\Tr-me_0269.jpg,meningioma,processed\train\meningioma\Tr-me_0269.jpg
raw\train\meningioma\Tr-me_0270.jpg,meningioma,processed\train\meningioma\Tr-me_0270.jpg
raw\train\meningioma\Tr-me_0271.jpg,meningioma,processed\train\meningioma\Tr-me_0271.jpg
raw\train\meningioma\Tr-me_0272.jpg,meningioma,processed\train\meningioma\Tr-me_0272.jpg
raw\train\meningioma\Tr-me_0273.jpg,meningioma,processed\train\meningioma\Tr-me_0273.jpg
raw\train\meningioma\Tr-me_0274.jpg,meningioma,processed\train\meningioma\Tr-me_0274.jpg
raw\train\meningioma\Tr-me_0275.jpg,meningioma,processed\train\meningioma\Tr-me_0275.jpg
raw\train\meningioma\Tr-me_0276.jpg,meningioma,processed\train\meningioma\Tr-me_0276.jpg
raw\train\meningioma\Tr-me_0277.jpg,meningioma,processed\train\meningioma\Tr-me_0277.jpg
raw\train\meningioma\Tr-me_0278.jpg,meningioma,processed\train\meningioma\Tr-me_0278.jpg
raw\train\meningioma\Tr-me_0279.jpg,meningioma,processed\train\meningioma\Tr-me_0279.jpg
raw\train\meningioma\Tr-me_0280.jpg,meningioma,processed\train\meningioma\Tr-me_0280.jpg
raw\train\meningioma\Tr-me_0281.jpg,meningioma,processed\train\meningioma\Tr-me_0281.jpg
raw\train\meningioma\Tr-me_0282.jpg,meningioma,processed\train\meningioma\Tr-me_0282.jpg
raw\train\meningioma\Tr-me_0283.jpg,meningioma,processed\train\meningioma\Tr-me_0283.jpg
raw\train\meningioma\Tr-me_0284.jpg,meningioma,processed\train\meningioma\Tr-me_0284.jpg
raw\train\meningioma\Tr-me_0285.jpg,meningioma,processed\train\meningioma\Tr-me_0285.jpg
raw\train\meningioma\Tr-me_0286.jpg,meningioma,processed\train\meningioma\Tr-me_0286.jpg
raw\train\meningioma\Tr-me_0287.jpg,meningioma,processed\train\meningioma\Tr-me_0287.jpg
raw\train\meningioma\Tr-me_0288.jpg,meningioma,processed\train\meningioma\Tr-me_0288.jpg
raw\train\meningioma\Tr-me_0289.jpg,meningioma,processed\train\meningioma\Tr-me_0289.jpg
raw\train\meningioma\Tr-me_0290.jpg,meningioma,processed\train\meningioma\Tr-me_0290.jpg
raw\train\meningioma\Tr-me_0291.jpg,meningioma,processed\train\meningioma\Tr-me_0291.jpg
raw\train\meningioma\Tr-me_0292.jpg,meningioma,processed\train\meningioma\Tr-me_0292.jpg
raw\train\meningioma\Tr-me_0293.jpg,meningioma,processed\train\meningioma\Tr-me_0293.jpg
raw\train\meningioma\Tr-me_0294.jpg,meningioma,processed\train\meningioma\Tr-me_0294.jpg
raw\train\meningioma\Tr-me_0295.jpg,meningioma,processed\train\meningioma\Tr-me_0295.jpg
raw\train\meningioma\Tr-me_0296.jpg,meningioma,processed\train\meningioma\Tr-me_0296.jpg
raw\train\meningioma\Tr-me_0297.jpg,meningioma,processed\train\meningioma\Tr-me_0297.jpg
raw\train\meningioma\Tr-me_0298.jpg,meningioma,processed\train\meningioma\Tr-me_0298.jpg
raw\train\meningioma\Tr-me_0299.jpg,meningioma,processed\train\meningioma\Tr-me_0299.jpg
raw\train\meningioma\Tr-me_0300.jpg,meningioma,processed\train\meningioma\Tr-me_0300.jpg
raw\train\meningioma\Tr-me_0301.jpg,meningioma,processed\train\meningioma\Tr-me_0301.jpg
raw\train\meningioma\Tr-me_0302.jpg,meningioma,processed\train\meningioma\Tr-me_0302.jpg
raw\train\meningioma\Tr-me_0303.jpg,meningioma,processed\train\meningioma\Tr-me_0303.jpg
raw\train\meningioma\Tr-me_0304.jpg,meningioma,processed\train\meningioma\Tr-me_0304.jpg
raw\train\meningioma\Tr-me_0305.jpg,meningioma,processed\train\meningioma\Tr-me_0305.jpg
raw\train\meningioma\Tr-me_0306.jpg,meningioma,processed\train\meningioma\Tr-me_0306.jpg
raw\train\meningioma\Tr-me_0307.jpg,meningioma,processed\train\meningioma\Tr-me_0307.jpg
raw\train\meningioma\Tr-me_0308.jpg,meningioma,processed\train\meningioma\Tr-me_0308.jpg
raw\train\meningioma\Tr-me_0309.jpg,meningioma,processed\train\meningioma\Tr-me_0309.jpg
raw\train\meningioma\Tr-me_0310.jpg,meningioma,processed\train\meningioma\Tr-me_0310.jpg
raw\train\meningioma\Tr-me_0311.jpg,meningioma,processed\train\meningioma\Tr-me_0311.jpg
raw\train\meningioma\Tr-me_0312.jpg,meningioma,processed\train\meningioma\Tr-me_0312.jpg
raw\train\meningioma\Tr-me_0313.jpg,meningioma,processed\train\meningioma\Tr-me_0313.jpg
raw\train\meningioma\Tr-me_0314.jpg,meningioma,processed\train\meningioma\Tr-me_0314.jpg
raw\train\meningioma\Tr-me_0315.jpg,meningioma,processed\train\meningioma\Tr-me_0315.jpg
raw\train\meningioma\Tr-me_0316.jpg,meningioma,processed\train\meningioma\Tr-me_0316.jpg
raw\train\meningioma\Tr-me_0317.jpg,meningioma,processed\train\meningioma\Tr-me_0317.jpg
raw\train\meningioma\Tr-me_0318.jpg,meningioma,processed\train\meningioma\Tr-me_0318.jpg
raw\train\meningioma\Tr-me_0319.jpg,meningioma,processed\train\meningioma\Tr-me_0319.jpg
raw\train\meningioma\Tr-me_0320.jpg,meningioma,processed\train\meningioma\Tr-me_0320.jpg
raw\train\meningioma\Tr-me_0321.jpg,meningioma,processed\train\meningioma\Tr-me_0321.jpg
raw\train\meningioma\Tr-me_0322.jpg,meningioma,processed\train\meningioma\Tr-me_0322.jpg
raw\train\meningioma\Tr-me_0323.jpg,meningioma,processed\train\meningioma\Tr-me_0323.jpg
raw\train\meningioma\Tr-me_0324.jpg,meningioma,processed\train\meningioma\Tr-me_0324.jpg
raw\train\meningioma\Tr-me_0325.jpg,meningioma,processed\train\meningioma\Tr-me_0325.jpg
